75.4911,395.549,6.65519
73.1444,396.489,6.68214
396.773,230.857,3.80068
95.1326,237.495,5.10129
71.5279,397.143,6.70273
72.6095,396.706,6.6888
73.8559,396.203,6.67362
71.9899,396.956,6.69668
73.447,396.367,6.67849
71.4944,397.156,6.70316
74.8502,395.804,6.66223
75.002,395.744,6.66055
95.1267,237.495,4.97434
74.9666,395.758,6.66093
73.4355,396.372,6.67864
70.7425,397.457,6.71321
95.1301,237.495,5.04637
74.9331,395.682,6.65888
75.6747,395.389,6.65089
76.0254,395.251,6.64722
72.2029,396.779,6.69122
397.101,230.701,3.7993
71.5118,397.057,6.70013
72.9069,396.495,6.68245
95.132,237.495,5.0873
75.0846,395.623,6.65723
74.2371,395.961,6.6667
95.1272,237.495,4.98481
74.1877,395.98,6.66726
73.0133,396.452,6.68114
95.1295,237.495,5.033
74.9871,395.662,6.6583
95.1315,237.495,5.0758
75.3914,395.501,6.65391
398.335,233.175,3.62362
76.1033,395.221,6.64643
72.3197,396.732,6.68974
70.7672,397.355,6.70999
95.1277,237.495,4.9961
75.8144,395.334,6.64943
72.0412,396.844,6.69327
73.1727,396.387,6.67919
73.8119,396.131,6.67161
76.506,395.063,6.64232
95.1319,237.495,5.08516
72.4973,396.66,6.68751
76.6801,394.995,6.64057
397.09,236.304,3.50196
71.8797,396.894,6.69491
73.8827,396.085,6.67031
74.5044,395.836,6.66319
74.0074,396.035,6.66886
71.5514,397.026,6.69917
74.2718,395.929,6.66583
95.1273,237.495,4.98733
74.3062,395.915,6.66543
72.6444,396.584,6.68522
72.6045,396.601,6.68572
95.1313,237.495,5.07261
