205.609,358.702,4.55307
142.802,332.584,5.57545
144.379,331.128,5.55432
158.977,324.924,5.473
194.393,345.886,5.03076
154.953,324.641,5.46605
145.688,329.979,5.53791
144.815,330.734,5.54862
146.887,328.932,5.52268
143.813,331.646,5.56182
145.312,330.29,5.54221
144.14,331.346,5.55748
145.68,329.964,5.53752
149.564,326.9,5.49374
158.579,324.742,5.47167
158.536,324.733,5.47153
143.092,332.313,5.57151
143.035,332.366,5.57228
157.108,324.556,5.46775
149.831,326.724,5.49129
147.886,328.125,5.5111
154.947,324.641,5.46606
205.759,358.891,4.5489
147.299,328.593,5.5178
143.034,332.367,5.5723
160.91,325.441,5.48
144.14,331.346,5.55747
146.21,329.53,5.5314
151.493,325.762,5.4783
164.013,327.155,5.48912
148.566,327.606,5.5037
143.088,332.317,5.57157
142.671,332.708,5.57725
150.59,326.254,5.48483
146.833,328.976,5.52332
142.404,332.96,5.5809
146.36,329.375,5.52905
150.553,326.276,5.48513
159.002,324.831,5.47306
145.199,330.388,5.54365
194.737,346.239,5.01425
145.75,329.925,5.53713
144.608,330.92,5.55132
153.102,325.085,5.47004
143.023,332.379,5.5729
143.587,331.854,5.56484
155.33,324.594,5.46591
143.621,331.822,5.56438
144.542,330.993,5.55265
151.51,325.824,5.47871
143.083,332.321,5.57164
152.905,325.152,5.47081
142.829,332.558,5.57508
202.444,354.781,4.66181
214.878,368.923,4.3407
147.468,328.456,5.51584
149.237,327.175,5.49741
142.382,332.983,5.58122
145.09,330.486,5.54506
146.215,329.499,5.53084
154.625,324.693,5.46635
205.935,359.112,4.54421
142.806,332.58,5.57539
145.481,330.14,5.54006
150.939,326.055,5.48215
144.574,330.95,5.55175
144.08,331.401,5.55826
142.337,333.024,5.58183
152.886,325.16,5.47089
145.127,330.455,5.54459
142.243,333.115,5.58312
222.949,373.676,4.11542
147.97,328.019,5.50966
203.915,356.456,4.60703
145.211,330.361,5.54303
143.643,331.795,5.56362
149.892,326.628,5.49021
143.196,332.212,5.56965
143.555,331.877,5.5648
145.465,330.134,5.53978
143.374,332.046,5.56724
147.816,328.141,5.51138
146.653,329.098,5.525
151.799,325.539,5.47585
143.351,332.068,5.56756
144.594,330.92,5.55103
147.031,328.779,5.52046
144.642,330.89,5.55087
152.097,325.402,5.47416
