463.371,413.57
443.811,397.48
443.81,397.493
463.371,413.57
463.381,413.58
463.386,413.584
443.81,397.493
463.419,413.618
463.416,413.615
397.115,297.219
463.556,413.75
463.327,413.519
463.389,413.582
443.796,397.526
443.796,397.526
405.312,265.821
463.501,413.695
463.379,413.572
463.492,413.686
443.798,397.515
463.392,413.584
400.407,303.712
465.837,400.42
463.366,413.56
463.489,413.683
463.435,413.629
443.79,397.522
409.006,253.064
443.796,397.554
443.798,397.542
443.796,397.554
463.46,413.659
443.796,397.554
443.798,397.542
463.327,413.52
443.796,397.554
463.422,413.618
443.798,397.542
463.347,413.542
463.457,413.655
463.44,413.637
443.796,397.554
443.796,397.554
443.796,397.554
463.311,413.503
443.484,397.889
463.671,413.864
403.537,259.654
463.521,413.737
463.385,413.6
443.649,396.993
443.839,397.504
463.341,413.554
443.839,397.503
443.839,397.503
462.009,413.03
443.839,397.516
463.272,413.482
443.839,397.503
463.433,413.648
463.372,413.585
443.839,397.516
462.542,413.114
463.397,413.609
443.839,397.503
463.508,413.76
443.839,397.516
443.839,397.503
463.021,408.531
443.84,397.525
456.7,403.016
463.515,413.759
451.186,418.891
443.833,397.526
450.211,419.76
463.428,413.641
463.485,413.699
463.442,413.656
443.832,397.503
462.635,412.993
391.666,288.829
403.407,269.774
452.68,402.189
443.86,397.536
463.352,413.563
466.076,401.665
463.555,413.839
451.109,418.927
453.631,398.38
443.835,397.59
396.785,291.609
443.835,397.577
463.363,413.644
443.835,397.577
392.827,286.871
443.836,397.577
463.636,413.919
443.836,397.59
463.408,413.691
463.376,413.66
 
268.596,486.963
466.042,436.879
483.183,458.653
347.768,444.903
304.046,487.425
418.806,489.018
490.094,455.6
499.419,465.359
