195.616,358.698,4.89343
134.624,338.262,5.83194
136.593,337.336,5.79627
197.078,360.537,4.84677
152.952,332.746,5.55395
184.426,345.123,5.29028
149.568,332.981,5.59097
201.806,365.67,4.71002
138.325,336.535,5.76581
137.141,337.08,5.78655
139.768,335.894,5.74092
135.883,337.669,5.80899
137.769,336.79,5.77551
136.293,337.477,5.80163
138.235,336.576,5.76738
143.192,334.541,5.68374
152.649,332.75,5.55685
152.62,332.75,5.55713
134.984,338.092,5.82532
134.913,338.125,5.82662
151.543,332.793,5.56815
143.532,334.424,5.67826
141.045,335.357,5.71926
149.563,332.981,5.59103
195.766,358.889,4.88853
140.295,335.668,5.73194
134.912,338.126,5.82664
154.104,332.764,5.54365
136.294,337.477,5.80162
202.561,366.311,4.68921
138.985,336.238,5.75438
145.621,333.783,5.64561
155.907,332.889,5.52988
141.917,335.011,5.70468
134.979,338.094,5.82542
134.46,338.34,5.83495
144.494,334.112,5.66297
139.7,335.923,5.74209
134.13,338.496,5.84107
139.098,336.187,5.75243
144.447,334.126,5.6637
152.936,332.746,5.5541
137.627,336.855,5.77801
184.768,345.499,5.27925
203.363,366.931,4.66709
201.546,365.435,4.71724
138.403,336.499,5.76445
136.881,337.201,5.79117
147.552,333.321,5.61753
198.322,362.038,4.80906
134.988,338.09,5.82524
135.601,337.802,5.81408
149.944,332.934,5.58637
135.644,337.781,5.81331
198.337,362.056,4.8086
136.882,337.201,5.79113
202.648,366.382,4.6868
145.693,333.764,5.64451
134.973,338.097,5.82553
147.322,333.368,5.62073
134.658,338.246,5.83131
192.452,354.646,5.00304
204.941,367.968,4.62352
140.511,335.577,5.72828
200.544,364.473,4.74514
142.839,334.667,5.68949
134.102,338.51,5.84159
137.489,336.919,5.78043
138.914,336.269,5.75561
149.231,333.027,5.59519
195.941,359.113,4.88282
134.629,338.259,5.83184
137.982,336.692,5.77179
144.932,333.979,5.65614
136.839,337.221,5.7919
136.218,337.512,5.80297
134.047,338.535,5.84261
147.3,333.373,5.62105
137.534,336.898,5.77963
133.93,338.591,5.84477
197.996,361.664,4.8185
213.545,370.754,4.37868
141.161,335.28,5.71496
193.922,356.402,4.95106
137.644,336.834,5.77504
135.673,337.763,5.80995
143.624,334.353,5.67462
135.114,338.028,5.82006
135.563,337.815,5.81194
137.966,336.685,5.76945
135.336,337.923,5.81603
140.964,335.362,5.71826
139.475,336,5.74345
146.02,333.625,5.63761
135.307,337.937,5.81655
136.866,337.199,5.78871
139.959,335.787,5.73522
198.147,361.715,4.81399
137.01,337.131,5.78617
146.383,333.532,5.63227
