136.556,381.719,5.89089
138.461,389.152,5.63518
137.901,387.017,5.70956
136.505,381.503,5.89777
136.839,382.828,5.85411
136.73,382.361,5.8693
136.899,383.105,5.84518
136.226,380.451,5.93193
137.642,385.932,5.74679
137.839,386.647,5.72111
137.478,385.27,5.76973
138.087,387.643,5.68654
137.73,386.248,5.73541
137.953,387.251,5.70168
137.644,385.973,5.74571
137.203,384.186,5.80722
136.799,382.821,5.85576
136.865,382.863,5.85227
138.328,388.632,5.65289
138.359,388.733,5.6492
136.851,382.922,5.85139
137.192,384.111,5.80949
137.356,384.798,5.7862
136.903,383.108,5.84498
136.52,381.68,5.89308
137.399,385.047,5.77837
138.358,388.734,5.64919
136.808,382.75,5.85713
137.992,387.278,5.69937
136.166,380.239,5.93883
137.514,385.577,5.76074
137.022,383.644,5.82744
136.774,382.655,5.86068
137.296,384.532,5.79509
138.32,388.633,5.65323
138.536,389.427,5.62572
137.091,383.869,5.81934
137.427,385.26,5.77203
138.687,390.056,5.60539
137.543,385.552,5.76016
137.07,383.864,5.82024
136.844,382.832,5.85383
137.711,386.305,5.73481
136.716,382.348,5.87016
136.127,380.021,5.9451
136.229,380.512,5.93042
137.622,385.885,5.74876
137.848,386.803,5.71697
136.926,383.328,5.83876
136.413,381.258,5.90678
138.342,388.639,5.65207
138.153,387.919,5.67713
136.907,383.077,5.84555
138.161,387.889,5.67748
136.411,381.254,5.90694
137.838,386.796,5.71753
136.17,380.221,5.93909
137.052,383.651,5.82614
138.333,388.649,5.65226
136.937,383.362,5.83755
138.437,389.091,5.63765
136.634,382.045,5.88035
136.017,379.569,5.95898
137.408,384.987,5.77949
136.31,380.779,5.92149
137.223,384.273,5.80432
138.701,390.118,5.60343
137.79,386.427,5.72852
137.558,385.633,5.75756
136.927,383.153,5.84296
136.518,381.659,5.89365
138.453,389.139,5.63585
137.655,386.096,5.74226
137.09,383.794,5.82118
137.88,386.851,5.71441
138,387.335,5.69766
138.723,390.236,5.60002
136.938,383.365,5.83744
137.76,386.385,5.73082
138.789,390.519,5.59118
136.512,381.718,5.90416
135.859,379.05,5.98612
137.339,384.881,5.79828
136.592,382.018,5.89433
137.717,386.449,5.74536
138.132,388.027,5.69072
137.161,384.191,5.8218
138.295,388.674,5.66889
138.166,388.146,5.68651
137.693,386.274,5.75054
138.226,388.4,5.67812
137.333,384.933,5.79725
137.459,385.493,5.77876
137.033,383.705,5.8383
138.26,388.452,5.67543
137.866,386.983,5.72642
137.455,385.323,5.78302
136.456,381.43,5.91277
137.852,386.887,5.7293
136.976,383.618,5.84254
