8.66171,2.75903
2.18477,10.04
4.84873,8.22605
7.81338,6.6059
7.64423,7.32475
7.77506,6.1823
0.973039,6.77842
8.03379,1.33492
6.91615,6.10347
1.44087,0.865268
6.65811,9.79621
9.25767,6.98869
8.86644,1.59572
2.77851,6.22911
3.24803,8.22875
3.23616,1.29505
6.09139,6.38714
8.85686,2.97279
6.26649,3.62578
2.9228,7.86026
7.46206,7.94825
1.27782,1.12653
0.888238,0.834104
8.35817,6.01273
6.53762,7.59288
6.78969,7.11216
1.02537,5.72468
3.385,0.316848
0.955177,1.40182
0.334265,9.71555
0.176382,7.0142
7.5015,0.328717
4.50784,9.81238
5.53557,8.57893
9.93528,5.20882
0.130504,3.05217
7.21349,8.99664
2.48829,8.23798
9.27782,4.96395
6.96267,2.48177
6.96774,7.5261
2.44036,6.93404
2.26598,9.31753
0.833117,9.56304
9.89589,7.71528
1.46591,6.98927
5.59074,4.16291
3.98236,4.36746
6.0756,0.521711
8.1621,0.11041
1.23231,3.14158
0.283042,6.00689
8.517,2.33454
3.84886,8.71571
2.0186,2.98756
5.58151,7.85877
3.40681,5.8816
9.70881,5.67661
4.6082,7.75307
7.01545,0.389128
7.16839,4.93995
0.356794,0.622408
5.37364,6.88455
7.39894,1.9392
1.13248,5.54538
6.09768,8.40688
1.22018,5.80483
1.14276,2.15855
4.79413,5.53865
0.525718,7.21246
2.42015,0.372698
6.48506,0.340171
5.04367,4.87714
0.112086,2.39174
4.70243,7.32724
7.54272,5.39059
6.81733,2.36936
7.18314,4.46668
2.04127,3.88794
5.32345,6.0691
5.02384,6.93759
3.49505,2.10867
2.78104,2.28497
0.601638,8.03086
9.46968,5.58724
1.79094,2.72481
6.29542,1.03978
4.74917,0.294523
3.06296,2.17508
5.19783,9.96164
4.49258,0.490187
3.2097,9.98592
8.56868,6.63892
1.46462,9.12599
4.15109,3.08664
1.79205,4.93907
5.53601,2.25169
2.44868,6.45642
7.97901,3.80165
8.38763,4.94084
 
450.035,56.8339
143.848,232.676
208.848,237.547
218.947,4.73659
278.046,66.7452
36.0573,12.8739
257.093,273.815
450.007,397.463
116.468,409.003
268.596,486.963
95.6685,127.406
266.669,379.644
67.6071,156.065
1.1894,459.624
311.353,162.589
197.828,194.173
150.263,106.055
410.816,382.287
155.594,293.264
82.2066,461.161
199.314,220.133
466.042,436.879
46.0305,267.829
323.446,51.1101
30.7794,125.652
317.579,256.095
82.3195,252.123
261.588,249.083
314.023,407.089
259.25,306.14
26.1565,192.093
483.183,458.653
324.528,49.3903
179.079,396.115
465.834,326.954
58.1545,214.623
485.893,325.279
254.473,338.122
123.323,430.312
308.087,185.16
473.41,245.931
316.089,412.235
185.981,466.002
394.1,205.694
118.922,447.605
422.945,327.293
479.519,62.8786
443.121,261.592
74.6762,498.579
215.093,229.506
78.3107,101.504
80.461,314.867
410.243,260.664
468.297,329.713
475.227,242.473
354.962,388.085
103.987,488.521
208.179,439.398
340.048,286.074
127.764,192.92
296.777,19.9189
45.2598,246.514
229.863,354.832
22.0503,176.302
364.513,274.844
231.303,195.527
433.094,413.548
113.177,12.0117
347.768,444.903
304.046,487.425
201.376,36.0243
298.61,420.552
48.0887,221.579
219.377,252.739
418.806,489.018
471.498,321.361
77.5522,59.5822
64.7052,46.5324
117.443,447.373
426.748,57.7263
281.743,470.371
108.618,135.242
99.9532,154.547
330.641,396.922
490.094,455.6
64.0668,239.448
443.043,192.263
158.871,464.525
418.193,328.913
78.0296,390.289
499.419,465.359
53.4371,254.867
352.312,17.0758
97.3684,169.654
394.954,268.802
35.4243,400.012
480.238,38.5574
396.585,242.708
267.111,182.898
105.124,449.769
