388.434,299.411
88.8773,180.894
88.7939,180.927
387.992,300.416
387.703,300.565
387.725,300.276
88.7939,180.927
387.647,298.735
387.126,300.214
347.938,282.806
384.405,302.011
389.104,300.991
388.423,299.066
88.7795,180.933
88.7807,180.933
371.194,289.525
385.521,300.798
388.469,299.539
386.027,299.746
88.8625,180.9
387.644,300.721
348.26,283.524
344.183,274.408
388.464,300.42
385.689,301.039
386.904,300.531
88.8625,180.9
371.782,289.733
88.7807,180.933
88.8625,180.9
88.7797,180.933
387.299,298.289
88.7807,180.933
88.8625,180.9
389.452,300.72
88.7807,180.933
387.074,300.937
88.8625,180.9
389.05,300.385
387.08,299.075
386.819,300.648
88.7807,180.933
88.7807,180.933
88.7807,180.933
389.559,301.432
86.0001,181.855
383.469,300.99
367.607,287.122
384.924,298.935
387.769,298.199
90.7963,180.191
88.869,180.996
388.349,299.188
88.875,180.994
88.875,180.994
373.049,293.481
88.7924,181.026
389.38,300.707
88.875,180.994
386.723,298.355
387.417,299.844
88.79,181.027
373.57,293.961
387.261,298.9
88.875,180.994
374.759,296.372
88.7909,181.027
88.875,180.994
372.773,292.55
88.79,181.027
354.304,288.728
385.586,298.638
373.248,292.941
88.79,181.027
354.31,290.373
387.597,300.023
386.817,299.079
387.438,299.703
88.79,181.027
374.127,294.548
368.88,288.785
371.292,289.78
354.77,289.341
88.875,180.994
389.236,300.602
344.495,275.532
385.349,299.026
374.959,292.968
356.002,289.105
88.79,181.027
374.312,292.285
88.875,180.994
388.607,300.581
88.875,180.994
372.72,291.631
88.875,180.994
383.741,300.266
88.79,181.027
387.937,299.577
388.459,300.044
 
450.035,56.8339
218.947,4.73659
278.046,66.7452
450.007,397.463
116.468,409.003
268.596,486.963
266.669,379.644
1.1894,459.624
311.353,162.589
197.828,194.173
150.263,106.055
410.816,382.287
155.594,293.264
82.2066,461.161
466.042,436.879
46.0305,267.829
323.446,51.1101
30.7794,125.652
314.023,407.089
259.25,306.14
26.1565,192.093
483.183,458.653
324.528,49.3903
179.079,396.115
465.834,326.954
485.893,325.279
254.473,338.122
123.323,430.312
308.087,185.16
473.41,245.931
316.089,412.235
185.981,466.002
394.1,205.694
118.922,447.605
422.945,327.293
479.519,62.8786
443.121,261.592
74.6762,498.579
80.461,314.867
410.243,260.664
468.297,329.713
475.227,242.473
354.962,388.085
103.987,488.521
208.179,439.398
296.777,19.9189
229.863,354.832
22.0503,176.302
231.303,195.527
433.094,413.548
113.177,12.0117
347.768,444.903
304.046,487.425
201.376,36.0243
298.61,420.552
48.0887,221.579
418.806,489.018
471.498,321.361
77.5522,59.5822
117.443,447.373
426.748,57.7263
281.743,470.371
108.618,135.242
330.641,396.922
490.094,455.6
443.043,192.263
158.871,464.525
418.193,328.913
78.0296,390.289
499.419,465.359
352.312,17.0758
394.954,268.802
35.4243,400.012
480.238,38.5574
396.585,242.708
267.111,182.898
105.124,449.769
