167.707,182.859,5.59889
168.032,189.795,5.43184
167.245,187.629,5.49039
167.782,182.677,5.60299
167.888,183.902,5.56929
168.153,183.525,5.57556
167.584,184.099,5.56809
167.106,181.608,5.63716
168.031,186.784,5.49569
168.457,187.536,5.47123
168.292,186.222,5.50492
168.173,188.406,5.45769
168.262,187.123,5.48383
166.939,187.785,5.49162
167.732,186.761,5.50093
168.466,185.257,5.52556
166.774,183.692,5.58724
168.416,184.033,5.55841
167.817,189.258,5.44649
168.062,189.407,5.43912
167.55,183.925,5.57265
168.719,185.237,5.52244
168.292,185.787,5.51566
167.679,184.119,5.56639
166.982,182.696,5.60965
167.592,185.879,5.52342
168.034,189.402,5.43975
167.552,183.77,5.57625
168.118,188.054,5.46603
166.87,181.377,5.64497
166.824,186.217,5.52741
167.159,184.511,5.56247
167.261,183.629,5.58289
168.59,185.601,5.51548
167.507,189.191,5.45356
168.368,190.131,5.419
167.491,184.778,5.55136
166.706,185.903,5.53617
168.383,190.733,5.40746
168.018,186.429,5.50398
166.894,184.663,5.56216
168.011,183.928,5.56632
167.073,186.936,5.50789
167.812,183.45,5.58208
167.204,181.235,5.647
166.811,181.612,5.63954
167.773,186.688,5.50238
167.32,187.446,5.49296
166.703,184.14,5.577
166.893,182.299,5.6212
168.36,189.383,5.43358
168.016,188.632,5.45554
168.048,184.159,5.56021
168.64,188.739,5.4415
166.863,182.29,5.62219
167.058,187.386,5.49789
167.098,181.398,5.64358
167.997,184.676,5.54781
167.864,189.284,5.4451
166.765,184.182,5.57498
167.635,189.65,5.44257
167.647,183.144,5.591
167.096,180.81,5.65845
168.418,185.986,5.50865
167.251,181.928,5.62788
168.381,185.32,5.52604
168.396,190.795,5.40618
168.723,187.387,5.46986
167.815,186.463,5.50809
168.062,184.232,5.55905
167.081,182.694,5.61061
167.81,189.735,5.43935
167.006,186.729,5.515
168.054,184.818,5.54503
168.07,187.645,5.4772
167.865,188.053,5.47216
168.127,190.845,5.41258
166.767,184.185,5.57613
168.072,187.212,5.48706
168.171,191.125,5.40658
167.277,182.788,5.6059
166.747,180.293,5.67687
168.124,185.835,5.5188
167.45,183.091,5.59645
167.236,187.107,5.50283
167.658,188.662,5.46321
168.094,185.194,5.53487
167.702,189.279,5.44994
167.797,188.804,5.45768
167.958,187.09,5.49138
167.64,189.008,5.45689
167.512,185.763,5.52911
166.887,186.157,5.52926
167.97,184.725,5.54796
168.479,189.24,5.43598
167.645,187.686,5.48377
168.22,186.263,5.50704
167.694,182.6,5.60704
168.025,187.675,5.4779
166.896,184.445,5.56909
